model,config,pdb_id,mhc_class,review_status,chain,chain_role,pdockq2,if_plddt,if_pae_norm,n_contacts,contacts_chains,mean_pdockq2,n_chains,global_dockq
AF3,af3-server,9NVA,Class I,READY,B,peptide,0.6807,91.15,0.9388,40,AD,0.4742,4,0.5572
AF3,af3-server,9NVA,Class I,READY,C,TCRa,0.3961,84.66,0.8657,33,AD,0.4742,4,0.5572
AF3,af3-server,9NVA,Class I,READY,D,TCRb,0.2422,79.74,0.8093,40,ABC,0.4742,4,0.5572
AF3,af3-server,9NVE,Class I,READY,A,MHC,0.5512,90.98,0.8819,66,BCD,0.5274,4,0.7269
AF3,af3-server,9NVE,Class I,READY,B,peptide,0.7335,91.69,0.9569,40,ACD,0.5274,4,0.7269
AF3,af3-server,9NVE,Class I,READY,C,TCRa,0.2492,79.32,0.8196,71,ABD,0.5274,4,0.7269
AF3,af3-server,9NVE,Class I,READY,D,TCRb,0.5759,88.65,0.9167,49,ABC,0.5274,4,0.7269
AF3,af3-server,9NW2,Class I,READY,A,MHC,0.3702,87.83,0.8198,49,BCD,0.4125,4,0.3338
AF3,af3-server,9NW2,Class I,READY,B,peptide,0.5117,89.0,0.8827,44,ACD,0.4125,4,0.3338
AF3,af3-server,9NW2,Class I,READY,C,TCRa,0.2821,82.99,0.8087,67,ABD,0.4125,4,0.3338
AF3,af3-server,9NW2,Class I,READY,D,TCRb,0.4858,86.61,0.894,60,ABC,0.4125,4,0.3338
AF3,af3-server,9PBG,Class I,READY,A,MHC,0.1034,85.2,0.6001,55,BCD,0.175,4,0.5213
AF3,af3-server,9PBG,Class I,READY,B,peptide,0.1462,79.43,0.7105,45,ACD,0.175,4,0.5213
AF3,af3-server,9PBG,Class I,READY,C,TCRa,0.1629,78.04,0.7449,77,ABD,0.175,4,0.5213
AF3,af3-server,9PBG,Class I,READY,D,TCRb,0.2875,84.81,0.7953,73,ABC,0.175,4,0.5213
AF3,af3-server,9PBH,Class I,READY,A,MHC,0.1514,84.24,0.6764,61,BCD,0.1707,4,0.43
AF3,af3-server,9PBH,Class I,READY,B,peptide,0.2924,83.42,0.812,44,ACD,0.1707,4,0.43
AF3,af3-server,9PBH,Class I,READY,C,TCRa,0.0741,69.12,0.6665,77,ABD,0.1707,4,0.43
AF3,af3-server,9PBH,Class I,READY,D,TCRb,0.165,76.63,0.7612,64,ABC,0.1707,4,0.43
AF3,af3-server,9RU5,Class I,READY,A,MHC,0.2108,83.43,0.746,57,BCD,0.22,4,0.6078
AF3,af3-server,9RU5,Class I,READY,B,peptide,0.2821,83.2,0.8068,48,ACD,0.22,4,0.6078
AF3,af3-server,9RU5,Class I,READY,C,TCRa,0.206,77.55,0.7978,58,ABD,0.22,4,0.6078
AF3,af3-server,9RU5,Class I,READY,D,TCRb,0.1812,79.16,0.7556,71,ABC,0.22,4,0.6078
AF3,af3-server,9RUP,Class I,READY,A,MHC,0.2014,82.27,0.7476,59,BCD,0.2422,4,0.2383
AF3,af3-server,9RUP,Class I,READY,B,peptide,0.3559,81.71,0.8722,40,AD,0.2422,4,0.2383
AF3,af3-server,9RUP,Class I,READY,C,TCRa,0.2605,80.27,0.8192,47,AD,0.2422,4,0.2383
AF3,af3-server,9RUP,Class I,READY,D,TCRb,0.1509,76.62,0.743,68,ABC,0.2422,4,0.2383
AF3,af3-server,9RXM,Class I,READY,A,MHC,0.5277,89.48,0.8856,45,BCD,0.4888,4,0.5449
AF3,af3-server,9RXM,Class I,READY,B,peptide,0.5803,89.71,0.9079,44,ACD,0.4888,4,0.5449
AF3,af3-server,9RXM,Class I,READY,C,TCRa,0.3639,85.13,0.842,45,ABD,0.4888,4,0.5449
AF3,af3-server,9RXM,Class I,READY,D,TCRb,0.4833,87.69,0.8818,48,ABC,0.4888,4,0.5449
AF3,af3-server,9WBD,Class I,READY,A,MHC,0.8673,95.79,0.9761,44,BCD,0.821,4,0.8689
AF3,af3-server,9WBD,Class I,READY,B,peptide,0.8821,96.34,0.9775,35,ACD,0.821,4,0.8689
AF3,af3-server,9WBD,Class I,READY,C,TCRa,0.7871,93.87,0.9587,46,ABD,0.821,4,0.8689
AF3,af3-server,9WBD,Class I,READY,D,TCRb,0.7476,92.87,0.9511,53,ABC,0.821,4,0.8689
AF3,af3-server,9WC2,Class I,READY,A,MHC,0.5498,89.99,0.891,54,BCD,0.5494,4,0.8249
AF3,af3-server,9WC2,Class I,READY,B,peptide,0.5567,86.64,0.9287,45,ACD,0.5494,4,0.8249
AF3,af3-server,9WC2,Class I,READY,C,TCRa,0.5434,89.3,0.8949,56,ABD,0.5494,4,0.8249
AF3,af3-server,9WC2,Class I,READY,D,TCRb,0.5479,87.46,0.9159,43,ABC,0.5494,4,0.8249
AF3,af3-server,9WC3,Class I,READY,A,MHC,0.4887,90.11,0.8607,50,BCD,0.5053,4,0.8495
AF3,af3-server,9WC3,Class I,READY,B,peptide,0.5532,87.37,0.9194,42,ACD,0.5053,4,0.8495
AF3,af3-server,9WC3,Class I,READY,C,TCRa,0.4772,88.88,0.8669,52,ABD,0.5053,4,0.8495
AF3,af3-server,9WC3,Class I,READY,D,TCRb,0.5021,86.29,0.9056,42,ABC,0.5053,4,0.8495
AF3,af3-server,9YW4,Class I,READY,A,MHC,0.2908,88.38,0.7653,67,BCD,0.2269,4,0.4652
AF3,af3-server,9YW4,Class I,READY,B,peptide,0.215,79.91,0.7829,53,ACD,0.2269,4,0.4652
AF3,af3-server,9YW4,Class I,READY,C,TCRa,0.2211,81.66,0.7718,43,ABD,0.2269,4,0.4652
AF3,af3-server,9YW4,Class I,READY,D,TCRb,0.1809,80.28,0.7446,53,ABC,0.2269,4,0.4652
AF3,af3-server,9ZCL,Class I,READY,A,MHC,0.4781,88.66,0.8696,63,BCD,0.317,4,0.4353
AF3,af3-server,9ZCL,Class I,READY,B,peptide,0.2046,78.65,0.7852,53,ACD,0.317,4,0.4353
AF3,af3-server,9ZCL,Class I,READY,C,TCRa,0.169,76.98,0.7625,72,ABD,0.317,4,0.4353
AF3,af3-server,9ZCL,Class I,READY,D,TCRb,0.4165,85.22,0.8715,50,ABC,0.317,4,0.4353
