pdb_id,step,sigma,n_samples,ca_rmsd_to_final_mean,ca_rmsd_to_final_sd,ca_rmsd_to_native_mean,ca_rmsd_to_native_sd,ca_rmsd_step_delta_mean
8GON,163,0.771854,5,0.5163,0.0082,12.7564,6.4738,0.0798
8GON,164,0.702309,5,0.4467,0.0071,12.7517,6.4776,0.0700
8GON,165,0.638207,5,0.3856,0.0062,12.7481,6.4805,0.0613
8GON,166,0.579186,5,0.3323,0.0053,12.7454,6.4826,0.0536
8GON,167,0.524908,5,0.2857,0.0046,12.7434,6.4842,0.0469
8GON,168,0.475048,5,0.2452,0.0039,12.7418,6.4854,0.0409
8GON,169,0.429305,5,0.2100,0.0034,12.7407,6.4862,0.0355
8GON,170,0.38739,5,0.1794,0.0029,12.7399,6.4869,0.0309
8GON,171,0.349033,5,0.1531,0.0024,12.7394,6.4873,0.0267
8GON,172,0.313979,5,0.1303,0.0020,12.7389,6.4876,0.0231
8GON,173,0.281986,5,0.1108,0.0017,12.7385,6.4877,0.0200
8GON,174,0.252829,5,0.0940,0.0015,12.7383,6.4878,0.0172
8GON,175,0.226295,5,0.0796,0.0013,12.7381,6.4879,0.0148
8GON,176,0.202186,5,0.0674,0.0011,12.7380,6.4879,0.0127
8GON,177,0.180312,5,0.0571,0.0010,12.7379,6.4879,0.0108
8GON,178,0.160499,5,0.0482,0.0009,12.7378,6.4879,0.0093
8GON,179,0.142582,5,0.0408,0.0008,12.7377,6.4879,0.0079
8GON,180,0.126407,5,0.0344,0.0007,12.7377,6.4879,0.0068
8GON,181,0.111832,5,0.0290,0.0006,12.7376,6.4879,0.0058
8GON,182,0.0987208,5,0.0244,0.0005,12.7376,6.4879,0.0050
8GON,183,0.0869503,5,0.0206,0.0005,12.7376,6.4878,0.0043
8GON,184,0.0764038,5,0.0173,0.0004,12.7375,6.4878,0.0037
8GON,185,0.0669735,5,0.0145,0.0004,12.7375,6.4878,0.0032
8GON,186,0.0585587,5,0.0122,0.0003,12.7375,6.4877,0.0028
8GON,187,0.0510671,5,0.0102,0.0003,12.7375,6.4877,0.0024
8GON,188,0.0444124,5,0.0085,0.0003,12.7375,6.4877,0.0021
8GON,189,0.0385154,5,0.0070,0.0002,12.7374,6.4876,0.0019
8GON,190,0.0333026,5,0.0058,0.0002,12.7374,6.4876,0.0017
8GON,191,0.0287066,5,0.0048,0.0001,12.7374,6.4876,0.0015
8GON,192,0.0246654,5,0.0039,0.0001,12.7373,6.4876,0.0013
8GON,193,0.021122,5,0.0032,0.0001,12.7373,6.4876,0.0012
8GON,194,0.0180242,5,0.0026,0.0000,12.7373,6.4876,0.0011
8GON,195,0.0153242,5,0.0022,0.0001,12.7373,6.4876,0.0010
8GON,196,0.0129786,5,0.0017,0.0000,12.7373,6.4876,0.0009
8GON,197,0.0109477,5,0.0013,0.0001,12.7373,6.4875,0.0008
8GON,198,0.00919558,5,0.0010,0.0000,12.7373,6.4875,0.0008
8GON,199,0.00768951,5,0.0006,0.0000,12.7373,6.4875,0.0007
8GON,200,0.00640001,5,0.0000,0.0000,12.7373,6.4875,0.0006
8I5C,1,2485.54,5,2465.8587,34.6016,2465.8977,34.6211,
8I5C,2,2412.94,5,2122.6547,25.4875,2122.6508,25.4986,2615.9206
8I5C,3,2342.16,5,2022.1523,46.2437,2022.1601,46.2521,2433.4485
8I5C,4,2273.18,5,1985.8390,27.2202,1985.8551,27.2354,2332.7312
8I5C,5,2205.94,5,1903.2613,34.3028,1903.2726,34.3148,2294.4649
8I5C,6,2140.41,5,1851.6470,39.0739,1851.6582,39.0978,2190.1737
8I5C,7,2076.56,5,1788.5042,21.8861,1788.5010,21.8943,2160.6201
8I5C,8,2014.35,5,1733.0152,45.2979,1733.0085,45.3054,2050.9570
8I5C,9,1953.74,5,1694.1617,21.2024,1694.1560,21.2184,2019.0546
8I5C,10,1894.71,5,1680.0893,16.7876,1680.1113,16.7950,1935.5499
8I5C,11,1837.2,5,1590.0435,15.2519,1590.0319,15.2390,1915.7113
8I5C,12,1781.21,5,1530.5115,28.6968,1530.5074,28.6899,1826.1547
8I5C,13,1726.68,5,1529.5225,29.6284,1529.4927,29.6280,1777.3682
8I5C,14,1673.58,5,1439.5302,25.3236,1439.5508,25.3245,1716.1956
8I5C,15,1621.9,5,1426.9270,25.6236,1426.9198,25.6286,1688.1071
8I5C,16,1571.58,5,1377.7324,40.2746,1377.7585,40.3150,1642.0477
8I5C,17,1522.62,5,1324.5192,20.7666,1324.5124,20.7566,1595.1595
8I5C,18,1474.96,5,1294.7716,22.6318,1294.7732,22.6296,1530.1797
8I5C,19,1428.59,5,1236.7135,28.2338,1236.7216,28.2348,1476.6210
8I5C,20,1383.47,5,1192.6156,26.3041,1192.6355,26.2914,1422.7733
8I5C,21,1339.59,5,1153.9850,13.4656,1153.9911,13.4583,1357.6250
8I5C,22,1296.9,5,1108.9978,16.8597,1109.0136,16.8450,1338.8441
8I5C,23,1255.38,5,1090.5842,15.7475,1090.6070,15.7375,1285.8442
8I5C,24,1215,5,1045.1807,21.9107,1045.1935,21.9130,1248.7845
8I5C,25,1175.75,5,1016.7972,17.0149,1016.7960,17.0284,1218.5368
8I5C,26,1137.58,5,981.5035,21.2511,981.4934,21.2679,1178.8671
8I5C,27,1100.49,5,940.1281,23.5305,940.1394,23.5243,1110.6334
8I5C,28,1064.43,5,928.3270,21.5553,928.3319,21.5728,1102.1949
8I5C,29,1029.39,5,891.1526,15.9386,891.1420,15.9222,1069.4124
8I5C,30,995.349,5,869.4839,13.9408,869.5082,13.9447,1023.1695
8I5C,31,962.275,5,823.8554,19.3982,823.8587,19.4070,982.5727
8I5C,32,930.147,5,793.8777,7.8236,793.8697,7.8024,958.8046
8I5C,33,898.942,5,775.6760,12.8476,775.6761,12.8378,922.7868
8I5C,34,868.639,5,742.4080,9.3425,742.4011,9.3574,884.7419
8I5C,35,839.216,5,726.4363,16.6671,726.4357,16.6803,865.7717
8I5C,36,810.652,5,697.8161,5.6492,697.8354,5.6518,827.3384
8I5C,37,782.924,5,666.4067,17.9808,666.4317,17.9920,790.1811
8I5C,38,756.014,5,645.4321,3.4060,645.4211,3.3860,766.4555
8I5C,39,729.901,5,629.3447,7.7515,629.3472,7.7496,755.0366
8I5C,40,704.564,5,608.7764,10.9744,608.7803,10.9667,737.4770
8I5C,41,679.985,5,585.5106,9.2160,585.5092,9.2185,702.8841
8I5C,42,656.145,5,562.3046,6.9379,562.3163,6.9451,670.3421
8I5C,43,633.025,5,532.5074,8.6857,532.5313,8.6773,649.5210
8I5C,44,610.606,5,530.0774,6.6940,530.0917,6.6660,618.7567
8I5C,45,588.872,5,512.3401,9.1524,512.3237,9.1224,606.9850
8I5C,46,567.804,5,482.3038,5.0007,482.2832,4.9842,579.6852
8I5C,47,547.386,5,468.6926,10.6697,468.6602,10.6725,560.6512
8I5C,48,527.6,5,451.6305,9.8767,451.6451,9.8565,543.5031
8I5C,49,508.43,5,437.5250,8.2215,437.5325,8.2224,523.7901
8I5C,50,489.861,5,423.3033,6.8036,423.3100,6.8253,504.4433
8I5C,51,471.875,5,404.9342,9.4341,404.9222,9.3924,489.6928
8I5C,52,454.46,5,388.4992,9.1588,388.4656,9.1380,467.6498
8I5C,53,437.597,5,374.6399,7.3973,374.6378,7.3766,450.2980
8I5C,54,421.274,5,361.4715,5.2140,361.4458,5.2255,433.4678
8I5C,55,405.476,5,345.3509,4.2096,345.3533,4.2088,413.3605
8I5C,56,390.188,5,333.1395,4.8530,333.1566,4.8607,397.7693
8I5C,57,375.397,5,322.6975,7.7179,322.6928,7.7234,381.2814
8I5C,58,361.089,5,310.2357,5.8842,310.2407,5.8709,368.5811
8I5C,59,347.251,5,298.3144,3.8693,298.3086,3.8276,358.1810
8I5C,60,333.87,5,283.0689,5.4904,283.0828,5.4735,343.3521
8I5C,61,320.934,5,274.4840,7.9014,274.4781,7.8807,324.1008
8I5C,62,308.43,5,265.2419,3.3530,265.2254,3.3635,313.9943
8I5C,63,296.345,5,255.6779,4.3695,255.6376,4.3692,304.8700
8I5C,64,284.669,5,243.6644,2.1149,243.6403,2.1299,292.2391
8I5C,65,273.389,5,235.1686,3.3473,235.1787,3.3658,279.0552
8I5C,66,262.495,5,224.9844,2.7403,224.9896,2.7542,269.8855
8I5C,67,251.974,5,211.9511,4.2475,211.9640,4.2924,253.1200
8I5C,68,241.818,5,206.8286,2.5332,206.8175,2.5554,247.2961
8I5C,69,232.014,5,196.2766,4.0512,196.2751,4.0814,237.3907
8I5C,70,222.553,5,191.3201,4.3442,191.3173,4.3342,228.0277
8I5C,71,213.425,5,181.4630,4.9646,181.4513,4.9805,216.8019
8I5C,72,204.619,5,175.3604,4.3013,175.3501,4.2818,211.2714
8I5C,73,196.127,5,165.3764,2.5132,165.3904,2.5210,199.3143
8I5C,74,187.938,5,157.4196,1.7917,157.4270,1.8024,191.6004
8I5C,75,180.045,5,153.3265,2.0055,153.3352,2.0007,186.5684
8I5C,76,172.437,5,146.8458,2.9387,146.8402,2.9481,175.5547
8I5C,77,165.106,5,140.8227,1.0363,140.8168,1.0754,167.2039
8I5C,78,158.045,5,133.9703,4.3730,133.9992,4.3788,160.3333
8I5C,79,151.243,5,129.9491,2.4223,129.9715,2.4296,153.2830
8I5C,80,144.695,5,121.7240,1.5629,121.7378,1.5459,146.2955
8I5C,81,138.39,5,118.2993,1.9216,118.2812,1.9266,141.6852
8I5C,82,132.323,5,111.9404,2.1215,111.9360,2.1170,136.3977
8I5C,83,126.485,5,108.2381,2.3090,108.2195,2.2901,128.6018
8I5C,84,120.869,5,101.9759,2.5267,101.9875,2.5043,124.3220
8I5C,85,115.469,5,97.4821,1.7535,97.4803,1.7581,116.9592
8I5C,86,110.276,5,94.1121,1.7310,94.1217,1.7393,111.8269
8I5C,87,105.285,5,88.3241,1.4342,88.3214,1.4430,107.3687
8I5C,88,100.489,5,86.3702,1.6289,86.3453,1.6768,102.3863
8I5C,89,95.8813,5,80.6971,1.3645,80.6874,1.3596,97.9480
8I5C,90,91.4559,5,77.6829,1.2247,77.6756,1.2463,93.4316
8I5C,91,87.2068,5,74.0064,1.6664,74.0194,1.6702,88.5412
8I5C,92,83.1281,5,69.0618,0.9868,69.0730,0.9608,84.0370
8I5C,93,79.2139,5,66.8795,0.7187,66.8659,0.7337,80.8445
8I5C,94,75.4588,5,62.5597,1.0466,62.5427,1.0618,76.8331
8I5C,95,71.8574,5,59.4261,1.8979,59.4299,1.8845,71.8620
8I5C,96,68.4042,5,56.9974,0.6283,56.9818,0.6183,68.4567
8I5C,97,65.0944,5,54.3314,1.0395,54.3128,1.0574,65.0279
8I5C,98,61.9226,5,51.6614,0.4295,51.6442,0.4237,62.7440
8I5C,99,58.8844,5,49.7555,0.3932,49.7505,0.3678,59.7609
8I5C,100,55.9748,5,47.0294,0.7800,47.0130,0.7639,56.8000
8I5C,101,53.1893,5,44.3017,0.8040,44.2848,0.7780,53.2966
8I5C,102,50.5235,5,42.1343,0.6832,42.1320,0.6845,51.0371
8I5C,103,47.9731,5,40.0399,0.5169,40.0237,0.5029,48.6372
8I5C,104,45.5338,5,37.8228,0.3648,37.8244,0.3885,46.1531
8I5C,105,43.2016,5,35.2400,0.1319,35.2463,0.1205,42.7900
8I5C,106,40.9725,5,34.0673,0.8397,34.0731,0.8593,41.3850
8I5C,107,38.8428,5,32.0993,0.7169,32.1008,0.7029,38.9550
8I5C,108,36.8086,5,30.9774,0.5080,30.9703,0.5229,36.9170
8I5C,109,34.8665,5,29.4949,0.5623,29.4876,0.5454,35.3875
8I5C,110,33.0129,5,27.5163,0.4111,27.5127,0.4076,33.3339
8I5C,111,31.2443,5,26.0781,0.4573,26.0632,0.4626,31.3024
8I5C,112,29.5577,5,24.6250,0.5299,24.6268,0.5162,29.9302
8I5C,113,27.9497,5,23.0795,0.3510,23.0948,0.3780,27.8404
8I5C,114,26.4172,5,21.5910,0.2865,21.5767,0.3343,26.2019
8I5C,115,24.9573,5,20.5964,0.2869,20.6122,0.2706,25.1666
8I5C,116,23.5672,5,19.5900,0.3954,19.5864,0.3813,23.9660
8I5C,117,22.2439,5,18.5421,0.1704,18.5447,0.1795,22.2072
8I5C,118,20.9849,5,17.3191,0.3248,17.3292,0.3116,21.3473
8I5C,119,19.7874,5,16.2667,0.4734,16.2725,0.4712,19.7805
8I5C,120,18.649,5,15.1945,0.5962,15.1820,0.6228,18.4568
8I5C,121,17.5672,5,14.5355,0.2141,14.5164,0.2266,17.6498
8I5C,122,16.5396,5,13.6939,0.3596,13.6691,0.3461,16.8116
8I5C,123,15.564,5,13.0622,0.2121,13.0394,0.2102,15.8853
8I5C,124,14.6382,5,11.8006,0.1208,11.8144,0.1123,14.6907
8I5C,125,13.7599,5,11.3351,0.0988,11.3370,0.1111,13.5529
8I5C,126,12.9272,5,10.7701,0.2037,10.7746,0.1754,13.0012
8I5C,127,12.1381,5,9.9660,0.1130,9.9722,0.1056,12.2297
8I5C,128,11.3907,5,9.3477,0.1632,9.3578,0.1289,11.2881
8I5C,129,10.683,5,8.8177,0.1635,8.8405,0.1449,10.6792
8I5C,130,10.0134,5,8.2812,0.1741,8.2454,0.1617,10.2320
8I5C,131,9.38004,5,7.7925,0.1655,7.7852,0.1589,9.4004
8I5C,132,8.78137,5,7.3156,0.0984,7.3282,0.1034,8.8511
8I5C,133,8.21574,5,6.8637,0.1328,6.8815,0.1314,8.2750
8I5C,134,7.68164,5,6.3633,0.1575,6.3635,0.1572,7.7199
8I5C,135,7.17757,5,5.9303,0.0823,5.9551,0.0861,7.2185
8I5C,136,6.70213,5,5.5258,0.1429,5.5746,0.1603,6.7678
8I5C,137,6.25395,5,5.1633,0.1745,5.2538,0.1832,6.2442
8I5C,138,5.8317,5,4.7591,0.0870,4.8602,0.1772,5.8550
8I5C,139,5.43412,5,4.4436,0.0789,4.5128,0.1270,5.4941
8I5C,140,5.06001,5,4.1573,0.0790,4.2508,0.1113,5.0155
8I5C,141,4.7082,5,3.8170,0.0852,3.9414,0.1593,4.6401
8I5C,142,4.37757,5,3.6045,0.0661,3.7475,0.1209,4.2805
8I5C,143,4.06704,5,3.3279,0.0664,3.5028,0.1681,4.0319
8I5C,144,3.77558,5,3.0283,0.0433,3.2297,0.1679,3.7974
8I5C,145,3.50222,5,2.8581,0.0392,3.0870,0.1660,3.4490
8I5C,146,3.246,5,2.6548,0.0359,2.9301,0.1868,3.1810
8I5C,147,3.00601,5,2.4979,0.0096,2.7572,0.1372,2.9767
8I5C,148,2.7814,5,2.2629,0.0626,2.5504,0.1485,2.8171
8I5C,149,2.57133,5,2.0880,0.0358,2.4078,0.1856,2.5227
8I5C,150,2.37501,5,1.9237,0.0443,2.2693,0.1692,2.3247
8I5C,151,2.19168,5,1.8133,0.0171,2.1611,0.1698,2.1849
8I5C,152,2.02061,5,1.6364,0.0519,2.0267,0.1988,2.0196
8I5C,153,1.86112,5,1.4989,0.0125,1.9210,0.2275,1.8583
8I5C,154,1.71255,5,1.4038,0.0284,1.8323,0.2295,1.7061
8I5C,155,1.57426,5,1.2781,0.0314,1.7037,0.2258,1.5757
8I5C,156,1.44565,5,1.1499,0.0139,1.6379,0.2247,1.4285
8I5C,157,1.32616,5,1.0726,0.0195,1.5910,0.2411,1.2995
8I5C,158,1.21523,5,0.9665,0.0111,1.5203,0.2702,1.1833
8I5C,159,1.11236,5,0.8919,0.0149,1.4739,0.2719,1.0964
8I5C,160,1.01704,5,0.8037,0.0161,1.4144,0.2894,1.0145
8I5C,161,0.928804,5,0.6992,0.0141,1.3545,0.3003,0.1047
8I5C,162,0.847218,5,0.6072,0.0124,1.3064,0.3095,0.0923
8I5C,163,0.771854,5,0.5262,0.0108,1.2682,0.3172,0.0812
8I5C,164,0.702309,5,0.4551,0.0094,1.2382,0.3233,0.0714
8I5C,165,0.638207,5,0.3928,0.0081,1.2149,0.3282,0.0626
8I5C,166,0.579186,5,0.3383,0.0070,1.1970,0.3319,0.0547
8I5C,167,0.524908,5,0.2908,0.0060,1.1833,0.3346,0.0478
8I5C,168,0.475048,5,0.2494,0.0052,1.1730,0.3365,0.0417
8I5C,169,0.429305,5,0.2134,0.0044,1.1652,0.3379,0.0363
8I5C,170,0.38739,5,0.1823,0.0038,1.1595,0.3388,0.0314
8I5C,171,0.349033,5,0.1554,0.0033,1.1552,0.3395,0.0273
8I5C,172,0.313979,5,0.1322,0.0028,1.1521,0.3398,0.0235
8I5C,173,0.281986,5,0.1123,0.0024,1.1498,0.3400,0.0203
8I5C,174,0.252829,5,0.0951,0.0020,1.1482,0.3401,0.0175
8I5C,175,0.226295,5,0.0805,0.0018,1.1470,0.3401,0.0150
8I5C,176,0.202186,5,0.0680,0.0015,1.1461,0.3400,0.0129
8I5C,177,0.180312,5,0.0574,0.0013,1.1456,0.3400,0.0110
8I5C,178,0.160499,5,0.0484,0.0012,1.1452,0.3399,0.0094
8I5C,179,0.142582,5,0.0409,0.0011,1.1449,0.3398,0.0080
8I5C,180,0.126407,5,0.0345,0.0010,1.1447,0.3396,0.0069
8I5C,181,0.111832,5,0.0291,0.0009,1.1446,0.3395,0.0059
8I5C,182,0.0987208,5,0.0246,0.0009,1.1446,0.3395,0.0050
8I5C,183,0.0869503,5,0.0208,0.0008,1.1445,0.3394,0.0043
8I5C,184,0.0764038,5,0.0175,0.0007,1.1445,0.3393,0.0037
8I5C,185,0.0669735,5,0.0149,0.0007,1.1445,0.3393,0.0032
8I5C,186,0.0585587,5,0.0126,0.0007,1.1445,0.3392,0.0028
8I5C,187,0.0510671,5,0.0107,0.0006,1.1445,0.3392,0.0024
8I5C,188,0.0444124,5,0.0090,0.0005,1.1446,0.3392,0.0021
8I5C,189,0.0385154,5,0.0075,0.0004,1.1446,0.3391,0.0019
8I5C,190,0.0333026,5,0.0063,0.0003,1.1447,0.3391,0.0016
8I5C,191,0.0287066,5,0.0053,0.0002,1.1447,0.3391,0.0015
8I5C,192,0.0246654,5,0.0044,0.0002,1.1447,0.3391,0.0014
8I5C,193,0.021122,5,0.0037,0.0002,1.1447,0.3391,0.0012
8I5C,194,0.0180242,5,0.0030,0.0001,1.1447,0.3391,0.0011
8I5C,195,0.0153242,5,0.0024,0.0001,1.1447,0.3391,0.0011
8I5C,196,0.0129786,5,0.0019,0.0001,1.1447,0.3391,0.0009
8I5C,197,0.0109477,5,0.0015,0.0001,1.1447,0.3391,0.0009
8I5C,198,0.00919558,5,0.0011,0.0001,1.1448,0.3391,0.0008
8I5C,199,0.00768951,5,0.0007,0.0000,1.1448,0.3391,0.0007
8I5C,200,0.00640001,5,0.0000,0.0000,1.1448,0.3391,0.0007
8WTE,1,2485.54,5,2447.1090,65.6253,2447.1823,65.5424,
8WTE,2,2412.94,5,2115.7971,25.8814,2115.8825,25.8676,2590.2095
8WTE,3,2342.16,5,2022.2722,52.0656,2022.3496,52.0327,2426.5314
8WTE,4,2273.18,5,1968.9899,50.0140,1969.1931,49.9823,2339.8367
8WTE,5,2205.94,5,1938.7069,30.6339,1938.8148,30.6889,2294.1798
8WTE,6,2140.41,5,1847.9615,21.4373,1847.9465,21.4340,2171.6511
8WTE,7,2076.56,5,1853.2661,24.5950,1853.2142,24.5967,2170.3187
8WTE,8,2014.35,5,1719.6560,30.1710,1719.6739,30.1615,2069.5086
8WTE,9,1953.74,5,1682.1703,23.9524,1682.0416,23.7921,2002.5990
8WTE,10,1894.71,5,1641.2384,35.1894,1641.3672,35.3799,1945.4285
8WTE,11,1837.2,5,1576.1690,36.2995,1576.2927,36.2597,1879.9734
8WTE,12,1781.21,5,1545.5940,20.6659,1545.6172,20.7379,1829.2720
8WTE,13,1726.68,5,1493.5371,30.4939,1493.5400,30.4633,1803.4755
8WTE,14,1673.58,5,1455.9693,38.7721,1456.0449,38.5212,1729.8485
8WTE,15,1621.9,5,1404.7194,30.2370,1404.8097,30.0744,1666.5216
8WTE,16,1571.58,5,1375.1075,14.8424,1375.2745,14.9058,1641.6441
8WTE,17,1522.62,5,1314.1332,17.5933,1314.2349,17.6140,1543.4358
8WTE,18,1474.96,5,1298.7163,7.6806,1298.8186,7.6968,1517.6636
8WTE,19,1428.59,5,1227.6200,10.5613,1227.6083,10.5678,1475.2130
8WTE,20,1383.47,5,1192.1700,23.8441,1192.2487,23.8405,1431.7586
8WTE,21,1339.59,5,1163.1599,18.3253,1163.2185,18.3928,1382.3807
8WTE,22,1296.9,5,1118.0742,16.0167,1117.8679,15.7225,1329.9661
8WTE,23,1255.38,5,1078.2961,18.6484,1078.2711,18.6169,1296.2029
8WTE,24,1215,5,1053.4895,24.6367,1053.6119,24.7168,1251.3330
8WTE,25,1175.75,5,1003.9012,19.5039,1003.9336,19.4582,1210.3082
8WTE,26,1137.58,5,967.6800,13.9487,967.6357,13.9214,1152.2630
8WTE,27,1100.49,5,949.3326,21.0400,949.2088,20.8447,1130.2798
8WTE,28,1064.43,5,927.7442,14.5323,927.7121,14.5492,1085.2039
8WTE,29,1029.39,5,897.0681,16.9659,896.9969,16.8909,1064.9451
8WTE,30,995.349,5,857.2614,12.0621,857.3963,12.1712,1019.8820
8WTE,31,962.275,5,832.0628,14.4686,831.9858,14.4140,984.7988
8WTE,32,930.147,5,800.2804,31.2071,800.2378,31.2647,949.4871
8WTE,33,898.942,5,776.0681,16.3890,776.0722,16.3991,918.1943
8WTE,34,868.639,5,762.3406,8.3219,762.3265,8.3350,898.4900
8WTE,35,839.216,5,735.7056,18.2449,735.6486,18.2134,857.5842
8WTE,36,810.652,5,707.9096,16.2983,707.8616,16.3157,853.7503
8WTE,37,782.924,5,674.0683,13.7440,674.0380,13.7118,807.0152
8WTE,38,756.014,5,648.4329,11.7318,648.2336,11.4244,774.3919
8WTE,39,729.901,5,622.6543,19.3351,622.6886,19.3656,756.7934
8WTE,40,704.564,5,604.1670,3.6826,604.2021,3.7148,714.7008
8WTE,41,679.985,5,578.9452,5.2965,578.8116,5.2896,695.5751
8WTE,42,656.145,5,562.3267,11.4336,562.1748,11.4551,680.0907
8WTE,43,633.025,5,548.9348,10.5456,548.8960,10.6143,642.4278
8WTE,44,610.606,5,534.0983,6.9755,534.2105,6.8387,637.4155
8WTE,45,588.872,5,504.5994,6.8465,504.5821,6.8402,602.3286
8WTE,46,567.804,5,492.4206,7.4966,492.4823,7.4277,581.4212
8WTE,47,547.386,5,467.5296,8.3449,467.4042,8.1874,554.6385
8WTE,48,527.6,5,457.0687,7.9209,456.9898,7.7684,545.7452
8WTE,49,508.43,5,432.0320,4.2196,432.0457,4.2345,524.9118
8WTE,50,489.861,5,422.6861,1.0523,422.7125,1.0373,508.6140
8WTE,51,471.875,5,410.4967,6.0544,410.6624,5.9052,479.9292
8WTE,52,454.46,5,394.2237,8.5671,394.1642,8.4241,466.8626
8WTE,53,437.597,5,368.6132,7.6876,368.5519,7.9108,447.6902
8WTE,54,421.274,5,358.4020,4.7220,358.3914,4.7582,426.6803
8WTE,55,405.476,5,347.1533,7.5273,346.7981,7.1207,415.5932
8WTE,56,390.188,5,334.4450,7.4868,334.3344,7.4257,400.6443
8WTE,57,375.397,5,323.2206,5.1908,323.1440,5.1116,380.0773
8WTE,58,361.089,5,308.4172,5.2250,308.4229,5.2310,366.6844
8WTE,59,347.251,5,297.7372,7.8531,297.6942,7.8064,355.0348
8WTE,60,333.87,5,284.9293,5.5370,284.7184,5.3801,338.8450
8WTE,61,320.934,5,269.6499,4.1154,269.5451,4.2511,325.8026
8WTE,62,308.43,5,259.7168,2.7755,259.7593,2.7928,314.3194
8WTE,63,296.345,5,250.6295,4.4846,250.4250,4.4831,300.5886
8WTE,64,284.669,5,242.5250,3.4927,242.4494,3.4990,289.8015
8WTE,65,273.389,5,234.0664,7.2208,234.0190,7.0405,279.4374
8WTE,66,262.495,5,222.8784,4.6106,222.7058,4.7429,265.1941
8WTE,67,251.974,5,211.7774,5.6605,211.6855,5.4922,258.4975
8WTE,68,241.818,5,209.1674,3.3127,209.0421,3.1046,246.4255
8WTE,69,232.014,5,198.3682,4.8143,198.3193,4.7092,237.0785
8WTE,70,222.553,5,192.2158,2.9660,192.0450,2.9373,227.2587
8WTE,71,213.425,5,181.7391,2.4703,181.3906,2.9048,218.8046
8WTE,72,204.619,5,176.3166,3.2919,176.0488,3.4821,208.7741
8WTE,73,196.127,5,166.2031,2.4250,166.0496,2.5081,198.5703
8WTE,74,187.938,5,159.4560,1.3974,159.3206,1.4140,189.1685
8WTE,75,180.045,5,153.1387,2.8683,153.0142,3.0844,183.2472
8WTE,76,172.437,5,146.8804,2.1205,146.7341,2.0535,175.9982
8WTE,77,165.106,5,138.8379,4.1037,138.7079,4.1951,165.5804
8WTE,78,158.045,5,132.6146,1.6328,132.3548,1.3201,158.8117
8WTE,79,151.243,5,128.6285,1.6952,128.4847,1.7423,153.1127
8WTE,80,144.695,5,122.0357,2.2480,122.4072,2.1188,147.1459
8WTE,81,138.39,5,117.0808,1.1804,117.3671,1.5906,139.3763
8WTE,82,132.323,5,111.6467,1.7375,112.0376,1.2888,132.7447
8WTE,83,126.485,5,108.0402,2.2028,108.5425,2.7708,129.0684
8WTE,84,120.869,5,101.0802,1.3580,101.3409,1.4828,122.6124
8WTE,85,115.469,5,98.3882,2.1927,98.7731,2.1552,119.2360
8WTE,86,110.276,5,93.9711,1.7920,94.2486,1.7686,112.2249
8WTE,87,105.285,5,89.7920,1.0975,90.3012,1.5123,108.0749
8WTE,88,100.489,5,85.1112,1.0004,85.6531,1.1654,103.0316
8WTE,89,95.8813,5,80.3018,1.2710,80.9784,2.4214,98.4531
8WTE,90,91.4559,5,77.1344,1.2698,77.6021,1.0649,92.8209
8WTE,91,87.2068,5,71.2025,1.2684,71.6672,1.3739,87.3687
8WTE,92,83.1281,5,69.7343,0.8723,70.2158,1.0542,84.4277
8WTE,93,79.2139,5,66.9499,0.4112,67.6769,1.6636,80.3313
8WTE,94,75.4588,5,63.4569,0.4864,64.0161,1.3488,76.7633
8WTE,95,71.8574,5,59.8321,1.0287,60.4391,2.1063,72.3473
8WTE,96,68.4042,5,58.0229,0.7602,58.6416,1.7052,69.1273
8WTE,97,65.0944,5,54.3114,0.9067,55.0965,1.8578,66.3872
8WTE,98,61.9226,5,52.3805,1.0712,53.1805,1.0642,62.7785
8WTE,99,58.8844,5,49.0704,0.7932,49.4555,1.2809,59.5934
8WTE,100,55.9748,5,46.6281,0.5711,47.3526,1.8339,56.4019
8WTE,101,53.1893,5,45.0688,0.5182,45.7847,1.2763,53.9453
8WTE,102,50.5235,5,43.0915,0.7224,43.9457,1.7035,51.9815
8WTE,103,47.9731,5,40.5247,1.0852,41.4630,2.6474,49.1718
8WTE,104,45.5338,5,39.0316,1.1006,40.0753,2.2355,46.9399
8WTE,105,43.2016,5,36.1364,0.6361,37.1295,1.6858,44.1728
8WTE,106,40.9725,5,34.1971,0.3796,35.0688,1.8892,41.3815
8WTE,107,38.8428,5,32.1860,0.6219,33.4786,3.0257,38.8675
8WTE,108,36.8086,5,31.0724,0.4613,32.5304,2.3894,36.8710
8WTE,109,34.8665,5,29.2511,0.1497,30.6718,2.6830,35.1324
8WTE,110,33.0129,5,27.8466,0.4257,29.1859,2.7892,34.2331
8WTE,111,31.2443,5,26.1641,0.8788,27.5860,2.7874,32.1654
8WTE,112,29.5577,5,24.2979,0.4024,25.9250,3.0553,29.5658
8WTE,113,27.9497,5,23.3214,0.4278,24.8375,3.0866,28.1177
8WTE,114,26.4172,5,22.0955,0.4336,23.7223,3.0379,26.4990
8WTE,115,24.9573,5,20.8345,0.3340,22.4248,3.2125,25.2140
8WTE,116,23.5672,5,19.4067,0.3153,21.2459,3.3997,23.8878
8WTE,117,22.2439,5,18.2562,0.5098,20.2173,3.4869,21.9618
8WTE,118,20.9849,5,17.3694,0.3552,19.3499,4.0443,21.2174
